Label (Grouping),        No vehicle available
Census Tract 1311; Los Angeles County; California!!Male!!Margin of Error,±4.8
Census Tract 1311; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1311; Los Angeles County; California!!Female!!Margin of Error,±5.7
Census Tract 1312; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 1312; Los Angeles County; California!!Total!!Margin of Error,±2.3
Census Tract 1312; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1312; Los Angeles County; California!!Male!!Margin of Error,±4.1
Census Tract 1312; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1312; Los Angeles County; California!!Female!!Margin of Error,±5.1
Census Tract 1313; Los Angeles County; California!!Total!!Estimate,0.70%
Census Tract 1313; Los Angeles County; California!!Total!!Margin of Error,±0.9
Census Tract 1313; Los Angeles County; California!!Male!!Estimate,1.30%
Census Tract 1313; Los Angeles County; California!!Male!!Margin of Error,±1.6
Census Tract 1313; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1313; Los Angeles County; California!!Female!!Margin of Error,±4.4
Census Tract 1314; Los Angeles County; California!!Total!!Estimate,1.20%
Census Tract 1314; Los Angeles County; California!!Total!!Margin of Error,±1.6
Census Tract 1314; Los Angeles County; California!!Male!!Estimate,0.80%
Census Tract 1314; Los Angeles County; California!!Male!!Margin of Error,±1.3
Census Tract 1314; Los Angeles County; California!!Female!!Estimate,1.80%
Census Tract 1314; Los Angeles County; California!!Female!!Margin of Error,±2.1
Census Tract 1316; Los Angeles County; California!!Total!!Estimate,4.50%
Census Tract 1316; Los Angeles County; California!!Total!!Margin of Error,±5.0
Census Tract 1316; Los Angeles County; California!!Male!!Estimate,6.50%
Census Tract 1316; Los Angeles County; California!!Male!!Margin of Error,±8.2
Census Tract 1316; Los Angeles County; California!!Female!!Estimate,2.10%
Census Tract 1316; Los Angeles County; California!!Female!!Margin of Error,±3.1
Census Tract 1317.01; Los Angeles County; California!!Total!!Estimate,0.90%
Census Tract 1317.01; Los Angeles County; California!!Total!!Margin of Error,±1.2
Census Tract 1317.01; Los Angeles County; California!!Male!!Estimate,0.30%
Census Tract 1317.01; Los Angeles County; California!!Male!!Margin of Error,±1.1
Census Tract 1317.01; Los Angeles County; California!!Female!!Estimate,1.70%
Census Tract 1317.01; Los Angeles County; California!!Female!!Margin of Error,±2.0
Census Tract 1317.02; Los Angeles County; California!!Total!!Estimate,2.50%
Census Tract 1317.02; Los Angeles County; California!!Total!!Margin of Error,±3.1
Census Tract 1317.02; Los Angeles County; California!!Male!!Estimate,5.00%
Census Tract 1317.02; Los Angeles County; California!!Male!!Margin of Error,±5.9
Census Tract 1317.02; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1317.02; Los Angeles County; California!!Female!!Margin of Error,±4.7
Census Tract 1318.01; Los Angeles County; California!!Total!!Estimate,12.20%
Census Tract 1318.01; Los Angeles County; California!!Total!!Margin of Error,±10.9
Census Tract 1318.01; Los Angeles County; California!!Male!!Estimate,8.00%
Census Tract 1318.01; Los Angeles County; California!!Male!!Margin of Error,±7.9
Census Tract 1318.01; Los Angeles County; California!!Female!!Estimate,18.00%
Census Tract 1318.01; Los Angeles County; California!!Female!!Margin of Error,±15.6
Census Tract 1318.02; Los Angeles County; California!!Total!!Estimate,0.30%
Census Tract 1318.02; Los Angeles County; California!!Total!!Margin of Error,±0.6
Census Tract 1318.02; Los Angeles County; California!!Male!!Estimate,0.60%
Census Tract 1318.02; Los Angeles County; California!!Male!!Margin of Error,±1.0
Census Tract 1318.02; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1318.02; Los Angeles County; California!!Female!!Margin of Error,±6.6
Census Tract 1319; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 1319; Los Angeles County; California!!Total!!Margin of Error,±2.0
Census Tract 1319; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1319; Los Angeles County; California!!Male!!Margin of Error,±4.2
Census Tract 1319; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1319; Los Angeles County; California!!Female!!Margin of Error,±3.9
Census Tract 1320.01; Los Angeles County; California!!Total!!Estimate,4.40%
Census Tract 1320.01; Los Angeles County; California!!Total!!Margin of Error,±6.7
Census Tract 1320.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1320.01; Los Angeles County; California!!Male!!Margin of Error,±5.2
Census Tract 1320.01; Los Angeles County; California!!Female!!Estimate,8.70%
Census Tract 1320.01; Los Angeles County; California!!Female!!Margin of Error,±12.8
Census Tract 1320.02; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 1320.02; Los Angeles County; California!!Total!!Margin of Error,±2.3
Census Tract 1320.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1320.02; Los Angeles County; California!!Male!!Margin of Error,±4.1
Census Tract 1320.02; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1320.02; Los Angeles County; California!!Female!!Margin of Error,±5.2
Census Tract 1321.01; Los Angeles County; California!!Total!!Estimate,1.50%
Census Tract 1321.01; Los Angeles County; California!!Total!!Margin of Error,±2.0
Census Tract 1321.01; Los Angeles County; California!!Male!!Estimate,3.20%
Census Tract 1321.01; Los Angeles County; California!!Male!!Margin of Error,±4.1
Census Tract 1321.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1321.01; Los Angeles County; California!!Female!!Margin of Error,±4.3
Census Tract 1321.02; Los Angeles County; California!!Total!!Estimate,0.80%
Census Tract 1321.02; Los Angeles County; California!!Total!!Margin of Error,±1.2
Census Tract 1321.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1321.02; Los Angeles County; California!!Male!!Margin of Error,±2.7
Census Tract 1321.02; Los Angeles County; California!!Female!!Estimate,1.70%
Census Tract 1321.02; Los Angeles County; California!!Female!!Margin of Error,±2.8
Census Tract 1323.01; Los Angeles County; California!!Total!!Estimate,6.90%
Census Tract 1323.01; Los Angeles County; California!!Total!!Margin of Error,±5.9
Census Tract 1323.01; Los Angeles County; California!!Male!!Estimate,9.90%
Census Tract 1323.01; Los Angeles County; California!!Male!!Margin of Error,±11.4
Census Tract 1323.01; Los Angeles County; California!!Female!!Estimate,3.90%
Census Tract 1323.01; Los Angeles County; California!!Female!!Margin of Error,±4.6
Census Tract 1323.02; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 1323.02; Los Angeles County; California!!Total!!Margin of Error,±2.4
Census Tract 1323.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1323.02; Los Angeles County; California!!Male!!Margin of Error,±4.5
Census Tract 1323.02; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1323.02; Los Angeles County; California!!Female!!Margin of Error,±5.1
Census Tract 1325.01; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 1325.01; Los Angeles County; California!!Total!!Margin of Error,±1.9
Census Tract 1325.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1325.01; Los Angeles County; California!!Male!!Margin of Error,±3.2
Census Tract 1325.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1325.01; Los Angeles County; California!!Female!!Margin of Error,±4.6
Census Tract 1325.02; Los Angeles County; California!!Total!!Estimate,2.80%
Census Tract 1325.02; Los Angeles County; California!!Total!!Margin of Error,±3.6
Census Tract 1325.02; Los Angeles County; California!!Male!!Estimate,2.10%
Census Tract 1325.02; Los Angeles County; California!!Male!!Margin of Error,±3.3
Census Tract 1325.02; Los Angeles County; California!!Female!!Estimate,3.60%
Census Tract 1325.02; Los Angeles County; California!!Female!!Margin of Error,±4.3
Census Tract 1327; Los Angeles County; California!!Total!!Estimate,3.90%
Census Tract 1327; Los Angeles County; California!!Total!!Margin of Error,±6.1
Census Tract 1327; Los Angeles County; California!!Male!!Estimate,4.60%
Census Tract 1327; Los Angeles County; California!!Male!!Margin of Error,±7.3
Census Tract 1327; Los Angeles County; California!!Female!!Estimate,3.10%
Census Tract 1327; Los Angeles County; California!!Female!!Margin of Error,±4.6
Census Tract 1329; Los Angeles County; California!!Total!!Estimate,2.30%
Census Tract 1329; Los Angeles County; California!!Total!!Margin of Error,±2.7
Census Tract 1329; Los Angeles County; California!!Male!!Estimate,1.10%
Census Tract 1329; Los Angeles County; California!!Male!!Margin of Error,±1.8
Census Tract 1329; Los Angeles County; California!!Female!!Estimate,3.80%
Census Tract 1329; Los Angeles County; California!!Female!!Margin of Error,±5.6
Census Tract 1330; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 1330; Los Angeles County; California!!Total!!Margin of Error,±2.1
Census Tract 1330; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1330; Los Angeles County; California!!Male!!Margin of Error,±3.9
Census Tract 1330; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1330; Los Angeles County; California!!Female!!Margin of Error,±4.4
Census Tract 1331.01; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 1331.01; Los Angeles County; California!!Total!!Margin of Error,±5.2
Census Tract 1331.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1331.01; Los Angeles County; California!!Male!!Margin of Error,±9.1
Census Tract 1331.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1331.01; Los Angeles County; California!!Female!!Margin of Error,±11.3
Census Tract 1331.02; Los Angeles County; California!!Total!!Estimate,3.80%
Census Tract 1331.02; Los Angeles County; California!!Total!!Margin of Error,±3.2
Census Tract 1331.02; Los Angeles County; California!!Male!!Estimate,4.90%
Census Tract 1331.02; Los Angeles County; California!!Male!!Margin of Error,±5.4
Census Tract 1331.02; Los Angeles County; California!!Female!!Estimate,2.70%
Census Tract 1331.02; Los Angeles County; California!!Female!!Margin of Error,±3.6
Census Tract 1340.01; Los Angeles County; California!!Total!!Estimate,1.50%
Census Tract 1340.01; Los Angeles County; California!!Total!!Margin of Error,±0.8
Census Tract 1340.01; Los Angeles County; California!!Male!!Estimate,1.10%
Census Tract 1340.01; Los Angeles County; California!!Male!!Margin of Error,±0.9
Census Tract 1340.01; Los Angeles County; California!!Female!!Estimate,2.10%
Census Tract 1340.01; Los Angeles County; California!!Female!!Margin of Error,±1.9
Census Tract 1340.02; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 1340.02; Los Angeles County; California!!Total!!Margin of Error,±2.1
Census Tract 1340.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1340.02; Los Angeles County; California!!Male!!Margin of Error,±4.4
Census Tract 1340.02; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1340.02; Los Angeles County; California!!Female!!Margin of Error,±3.8
Census Tract 1341.01; Los Angeles County; California!!Total!!Estimate,0.30%
Census Tract 1341.01; Los Angeles County; California!!Total!!Margin of Error,±0.6
Census Tract 1341.01; Los Angeles County; California!!Male!!Estimate,0.60%
Census Tract 1341.01; Los Angeles County; California!!Male!!Margin of Error,±1.0
Census Tract 1341.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1341.01; Los Angeles County; California!!Female!!Margin of Error,±4.8
Census Tract 1341.03; Los Angeles County; California!!Total!!Estimate,5.50%
Census Tract 1341.03; Los Angeles County; California!!Total!!Margin of Error,±4.4
Census Tract 1341.03; Los Angeles County; California!!Male!!Estimate,5.70%
Census Tract 1341.03; Los Angeles County; California!!Male!!Margin of Error,±5.1
Census Tract 1341.03; Los Angeles County; California!!Female!!Estimate,5.40%
Census Tract 1341.03; Los Angeles County; California!!Female!!Margin of Error,±5.0
Census Tract 1341.04; Los Angeles County; California!!Total!!Estimate,3.20%
Census Tract 1341.04; Los Angeles County; California!!Total!!Margin of Error,±3.1
Census Tract 1341.04; Los Angeles County; California!!Male!!Estimate,1.70%
Census Tract 1341.04; Los Angeles County; California!!Male!!Margin of Error,±2.4
Census Tract 1341.04; Los Angeles County; California!!Female!!Estimate,5.10%
Census Tract 1341.04; Los Angeles County; California!!Female!!Margin of Error,±4.5
Census Tract 1342.01; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 1342.01; Los Angeles County; California!!Total!!Margin of Error,±1.8
Census Tract 1342.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 1342.01; Los Angeles County; California!!Male!!Margin of Error,±3.3
Census Tract 1342.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 1342.01; Los Angeles County; California!!Female!!Margin of Error,±3.8
Census Tract 1343.02; Los Angeles County; California!!Total!!Estimate,1.00%
Census Tract 1343.02; Los Angeles County; California!!Total!!Margin of Error,±1.6
Census Tract 1343.02; Los Angeles County; California!!Male!!Estimate,1.10%
Census Tract 1343.02; Los Angeles County; California!!Male!!Margin of Error,±1.7
Census Tract 1343.02; Los Angeles County; California!!Female!!Estimate,0.90%
Census Tract 1343.02; Los Angeles County; California!!Female!!Margin of Error,±1.6
Census Tract 1343.03; Los Angeles County; California!!Total!!Estimate,1.60%
Census Tract 1343.03; Los Angeles County; California!!Total!!Margin of Error,±2.7
Census Tract 1343.03; Los Angeles County; California!!Male!!Estimate,1.20%
Census Tract 1343.03; Los Angeles County; California!!Male!!Margin of Error,±2.1
Census Tract 1343.03; Los Angeles County; California!!Female!!Estimate,2.20%
Census Tract 1343.03; Los Angeles County; California!!Female!!Margin of Error,±3.5
